"['VB', 'DT', 'JJS_best', 'NN', 'NN']"
"['IN', 'DT', 'RBS_most', 'JJ', 'NNS']"
"['CC', 'VBZ', 'JJR_more', 'IN', 'DT']"
"['TO', 'VB', 'JJR_less', 'IN', 'DT']"
"['TO', 'VB', 'JJR_less', 'IN', 'DT']"
"['IN', 'DT', 'JJS_best', 'NN', 'IN']"
"['IN', 'DT', 'JJ_second', 'NN', 'IN']"
"['PRP', 'VBZ', 'DT_all', 'PRP', 'VBP']"
"['``', 'RB', 'JJS_least', 'JJ', 'TO']"
"['IN', 'DT', 'JJS_best', 'IN', 'JJ']"
"['``', 'RB', 'JJS_least', 'JJ', 'TO']"
"['MD', 'VB', 'JJS_worst', 'IN', 'JJ']"
"['NN', 'VBZ', 'IN_like', 'DT', 'JJ']"
"['VB', 'JJS', 'IN_like', 'JJ', 'NN']"
"['PRP', 'VBD', 'RBR_better', 'IN', 'DT']"
"['VBZ', 'DT', 'JJS_best', 'IN', 'DT']"
"['VBG', 'DT', 'RBS_most', 'JJ', 'NN']"
"['PRP', 'VBD', 'RBR_better', 'IN', 'DT']"
"['IN', 'DT', 'JJ_second', 'NN', 'IN']"
"['IN', 'NNS', 'IN_like', 'NN', 'VBZ']"
"['JJS', 'IN', 'DT_all', 'VBG', 'DT']"
"['VBG', 'DT', 'RBS_most', 'JJ', 'NN']"
"['IN', 'DT', 'JJS_best', 'CC', 'JJS']"
"['JJS', 'CC', 'JJS_creepiest', 'NNS', 'IN']"
"['DT', 'JJ', 'JJ_second', 'NN', 'IN']"
"['IN', 'DT', 'JJS_best', 'NNS', 'IN']"
"['VBD', 'DT', 'JJ_similar', 'JJ', 'NN']"
"['NN', 'NNS', 'IN_like', 'RB', 'NN']"
"['NN', 'NN', 'IN_like', 'NNS', 'IN']"
"['NN', 'NN', 'DT_both', 'VBP', 'VBN']"
"['DT', 'CC', 'DT_all', 'VBP', 'IN']"
"['NNS', 'IN', 'JJS_least', 'DT', 'NN']"
"['NNS', 'IN', 'JJS_least', 'DT', 'NN']"
"['PRP', 'DT', 'JJS_best', 'VBN', 'CC']"
"['VBN', 'CC', 'JJS_most', 'JJ', 'VBG']"
"['VBN', 'CC', 'JJS_most', 'JJ', 'VBG']"
"['VBZ', 'DT', 'JJS_best', 'NN', 'IN']"
"['IN', 'DT', 'JJ_top', 'NNS', 'RB']"
"['NN', 'MD', 'VB_choos', 'IN', 'VBG']"
"['VBN', 'RB', 'RBR_harder', 'WRB', 'PRP']"
"['RB', 'DT', 'RBS_most', 'JJ', 'NN']"
"['RB', 'DT', 'RBS_most', 'JJ', 'NN']"
"['RB', 'DT', 'JJS_best', 'CD', 'JJR']"
"['JJS', 'CD', 'JJR_yet.the', 'NN', 'IN']"
"['DT', 'NN', 'RBR_later', 'WRB', 'DT']"
"['VBZ', 'RB', 'JJR_better', 'IN', 'JJR']"
"['JJR', 'IN', 'JJR_hellraiser', 'CD', 'NN']"
"['VBZ', 'RB', 'JJR_better', 'IN', 'JJR']"
"['NN', 'DT', 'JJ_second', 'NN', ""''""]"
"['MD', 'VB', 'JJR_more', 'NN', 'IN']"
"['PRP', 'DT', 'JJ_second', 'NN', 'CC']"
"['MD', 'VB', 'JJR_better', 'CC', 'VB']"
"['MD', 'VB', 'JJR_better', 'CC', 'VB']"
"['WRB', 'VBZ', 'IN_like', 'NN', 'NN']"
"['JJ', 'NN', 'IN_like', 'NN', 'NN']"
"['IN', 'DT', 'JJ_top', 'JJ', 'JJ']"
"['NN', 'VBP', 'IN_like', 'JJ', 'NNS']"
"['VBG', 'DT', 'JJS_ori', 'PRP$', 'NNS']"
"['NNS', 'IN', 'JJS_most', 'IN', 'DT']"
"['NNS', 'IN', 'JJS_most', 'IN', 'DT']"
"['VB', 'DT', 'JJ_same', 'NN', 'IN']"
"['PRP$', 'RB', 'JJR_sleazier', 'NN', 'CC']"
"['NN', 'CC', 'JJS_best', 'NN', 'NN']"
"['NN', 'IN', 'JJR_more', 'NNS', 'CC']"
"['RB', 'DT', 'JJS_best', 'IN', 'DT']"
"['``', 'IN', 'JJS_least', 'JJ', 'NN']"
"['``', 'IN', 'JJS_least', 'JJ', 'NN']"
"['IN', 'IN', 'JJS_most', 'JJ', 'NNS']"
"['IN', 'IN', 'JJS_most', 'JJ', 'NNS']"
"['RB', 'DT', 'JJS_best', 'NN', 'IN']"
"['NN', 'VBD', 'DT_all', 'JJ', 'TO']"
"['NN', 'IN', 'JJS_least', 'PRP', 'VBD']"
"['NN', 'IN', 'JJS_least', 'PRP', 'VBD']"
"['NN', 'RB', 'VBD_like', 'DT', 'NN']"
"['``', 'IN_like', 'NN', 'VBD']"
"['IN', 'DT', 'JJ_top', 'CC', 'RB']"
"['NN', 'NN', 'IN_like', 'PRP', ""''""]"
"['NN', 'IN', 'JJS_most', 'NNS', 'VBZ']"
"['VBZ', 'PRP', 'DT_all', 'CC', 'DT']"
"['NN', 'IN', 'JJS_most', 'NNS', 'VBZ']"
"['RB', 'VBP', 'DT_both', 'NNS', 'RB']"
"['VBP', 'DT', 'NNS_lead', 'RB', 'JJ']"
"['VBN', 'IN', 'DT_all', 'NNS', 'CC']"
"['IN', 'DT', 'JJ_top', 'IN', 'JJ']"
"['VB', 'RP', 'RB_togeth', ""''""]"
"['NN', 'VBD', 'JJS_least', 'VBG', 'PRP']"
"['NN', 'VBD', 'JJS_least', 'VBG', 'PRP']"
"['VBG', 'DT', 'JJ_top', 'NN', 'CD']"
"['JJ', 'RB', 'JJ_similar', 'TO', 'DT']"
"['CC', 'JJ', 'JJR_more', ""''""]"
"['IN', 'IN', 'JJS_least', 'CD', 'CD']"
"['CD', 'CD', 'JJR_more', 'RB', 'IN']"
"['IN', 'DT', 'JJS_best', 'IN', 'DT']"
"['IN', 'IN', 'JJS_least', 'CD', 'CD']"
"['RP', 'DT', 'NN_top', 'IN', 'PRP$']"
"['IN', 'PRP$', 'JJR_younger', 'NNS', 'CC']"
"['DT', 'VBZ', 'JJS_best', 'NNS', 'IN']"
"['VBP', 'DT', 'RBS_most', 'JJ', ""''""]"
"['NN', 'IN', 'DT_both', 'VBZ', 'JJS']"
"['IN', 'DT', 'VBZ_lead', 'JJS', 'NNS']"
"['VBN', 'TO', 'DT_all', 'RB', 'VBZ']"
"['VBZ', 'DT', 'NN_differ', 'TO', 'DT']"
"['VBP', 'DT', 'RBS_most', 'JJ', ""''""]"
"['CC', 'IN', 'DT_all', 'IN', 'DT']"
"['VBN', 'CC', 'DT_all', 'IN', 'DT']"
"['DT', 'NNS', 'IN_like', 'NN', 'VBN']"
"['VBP', 'VBN', 'JJR_better', 'IN', 'JJ']"
"['VBP', 'VBN', 'JJR_better', 'IN', 'JJ']"
"['VBP', 'RB', 'RBR_more', 'JJ', ""''""]"
"['NNS', 'VBP', 'DT_both', 'IN', 'DT']"
"['NN', 'NN', 'NNS_win', ""''""]"
"['TO', 'VB', 'JJ_top', 'NN', 'NN']"
"['VB', 'CC', 'JJR_more', 'JJ', 'NN']"
"['NN', 'WP', 'VBZ_lead', 'IN', 'DT']"
"['CC', 'VB', 'DT_all', 'DT', 'NNS']"
"['``', 'JJS_guest', 'NNS', 'VBP']"
"['WDT', 'VBZ', 'JJR_bore', 'NNS', ""''""]"
"['NN', 'VBZ', 'RBR_more', 'JJ', 'IN']"
"['JJ', 'VBD', 'JJS_most', 'VBD', 'VBG']"
"['JJ', 'VBD', 'JJS_most', 'VBD', 'VBG']"
"['VB', 'DT', 'JJ_last', 'NN', 'PRP']"
"['NNS', 'CC', 'DT_all', 'VBP', 'NN']"
"['RB', 'IN', 'RBR_more', 'JJ', 'CC']"
"['NN', 'VBZ', 'RBS_most', 'JJ', 'WRB']"
"['DT', 'CD', 'NNS_lead', ':', 'DT']"
"['NN', 'VBZ', 'RBS_most', 'JJ', 'WRB']"
"['RB', 'JJ', 'JJR_better', ""''""]"
"['TO', 'VB', 'RB_togeth', ':', 'VBP']"
"['RB', 'JJ', 'JJR_better', ""''""]"
"['VB', 'DT', 'JJR_higher', 'NN', 'IN']"
"['PRP', 'VBD', 'JJR_less', 'IN', 'DT']"
"['PRP', 'VBD', 'JJR_less', 'IN', 'DT']"
"['PRP$', 'NN', 'IN_least', 'DT', 'RB']"
"['NN', 'VBN', 'IN_like', 'JJ', 'VBN']"
"['CD', 'DT', 'JJ_last', 'NN', 'VBD']"
"['NN', 'PRP', 'VBD_like', 'VBG', 'IN']"
"['VBD', 'IN', 'DT_all', 'NNS', 'CC']"
"['CC', 'IN', 'DT_all', 'JJ', 'NN']"
"['VB', 'RP', 'RBR_more', 'RB', 'IN']"
"['VB', 'PRP', 'DT_all', 'RB', 'DT']"
"['PRP', 'DT', 'RB_togeth', 'DT', 'NN']"
"['``', 'JJS_whoda', 'NN', 'PRP']"
"['RB', 'IN', 'JJR_lesser', 'JJ', 'NN']"
"['JJ', 'NN', 'IN_like', 'DT', 'RB']"
"['JJ', 'NNS', 'IN_like', 'NN', 'IN']"
"['CC', 'VB', 'JJR_basinger', 'JJ', 'NN']"
"['VBN', 'IN', 'JJR_more', 'IN', 'CD']"
"['NN', 'NN', 'DT_all', 'RB', 'RB']"
"['VB', 'DT', 'JJS_best', 'CD', 'NN']"
"['VBD', 'DT', 'JJS_best', 'RB', 'IN']"
"['VBP', 'IN', 'JJS_most', 'CC', 'DT']"
"['NN', 'CC', 'JJR_better', 'NN', 'NN']"
"['NN', 'CC', 'DT_all', 'NNS', 'VBP']"
"['IN', 'DT', 'JJ_last', 'CD', 'NNS']"
"['JJ', 'VBP', 'IN_like', 'JJS', 'CC']"
"['VBP', 'IN', 'JJS_most', 'CC', 'DT']"
"['JJ', 'IN', 'DT_all', 'NN', 'RB']"
"['IN', 'IN', 'PDT_all', 'DT', 'NNS']"
"['NN', 'CC', 'JJR_better', 'NN', 'NN']"
"['DT', 'NN', 'JJR_more', 'NN', 'IN']"
"['CC', 'NN', 'DT_all', 'NN', 'RB']"
"['NN', 'RB', 'PDT_all', 'DT', 'JJ']"
"['RB', 'DT', 'JJS_funniest', 'NN', 'IN']"
"['VBP', 'VBN', 'IN_befor', 'IN', 'JJ']"
"['RB', 'DT', 'JJ_same', 'NN', 'NN']"
"['NN', 'VB', 'DT_both', 'IN', 'PRP']"
"['NN', 'MD', 'VB_like', 'IN', 'DT']"
"['VBP', 'VB', 'RB_togeth', 'CC', 'RB']"
"['NN', 'VBD', 'RBR_more', 'JJ', 'IN']"
"['VBD', 'RB', 'JJR_better', 'RB', 'VB']"
"['NN', 'IN', 'DT_all', 'CC', 'WRB']"
"['VBD', 'RB', 'JJR_better', 'RB', 'VB']"
"['NN', 'DT', 'JJR_lower', 'NN', ""''""]"
"['NN', 'NN', 'VBD_like', 'DT', 'NN']"
"['MD', 'VB', 'JJR_more', 'IN', 'DT']"
"['VBP', 'VBD', 'RBS_most', 'JJ', 'NN']"
"['VBZ', 'VBG', 'RBR_more', 'JJ', 'NN']"
"['VBZ', 'WP', 'JJS_most', 'NNS', 'VBD']"
"['VBP', 'VBD', 'RBS_most', 'JJ', 'NN']"
"['VBZ', 'WP', 'JJS_most', 'NNS', 'VBD']"
"['IN', 'DT', 'JJ_same', 'NN', 'IN']"
"['CC', 'VBG', 'DT_all', 'IN', 'WDT']"
"['PRP', 'MD', 'RBR_more', 'IN', 'RB']"
"['NN', 'VBP', 'DT_all', 'RB', ':']"
"['NNS', 'CC', 'VBN_compar', 'DT', 'JJ']"
"['RBR', 'IN', 'RB_like', 'VB', 'DT']"
"['RB', 'JJ', 'JJR_soldier', 'NNS', 'NN']"
"['VBZ', 'VBN', 'JJR_more', 'CC', 'JJR']"
"['JJR', 'CC', 'JJR_more', 'IN', 'IN']"
"['VB', 'PRP$', 'RB_most', 'JJ', 'NN']"
"['IN', 'VBD', 'PDT_all', 'DT', 'NN']"
"['IN', 'RB', 'RBR_more', 'JJ', 'NN']"
"['CC', 'JJ', 'DT_all', 'IN', 'WDT']"
"['IN', 'DT', 'JJ_top', 'NN', 'IN']"
"['NNS', 'RB', 'JJR_more', 'IN', 'JJ']"
"['IN', 'DT', 'JJR_greater', 'JJ', 'IN']"
"['MD', 'VB', 'DT_all', 'IN', 'DT']"
"['NN', 'CC', 'IN_befor', 'PRP', 'VBP']"
"['VBP', 'RB', 'JJR_more', 'JJ', 'CC']"
"['IN', 'IN', 'JJ_last', 'DT', 'NN']"
"['IN', 'VBD', 'RBR_more', 'RB', 'IN']"
"['MD', 'VB', 'DT_all', 'NNS', 'IN']"
"['MD', 'VB', 'RBR_more', 'RB', 'IN']"
"['NN', 'IN', 'DT_all', 'VBN', ':']"
"['NNS', 'CC', 'DT_all', 'NNS', 'IN']"
"['NN', 'VBZ', 'JJR_less', 'NN', 'IN']"
"['IN', 'CC', 'JJR_more', 'JJ', ""''""]"
"['VBN', 'RB', 'JJ_differ', 'IN', 'DT']"
"['VB', 'DT', 'JJ_same', 'JJ', 'NN']"
"['NN', 'VBZ', 'JJR_less', 'NN', 'IN']"
"['JJR', 'NN', 'IN_like', 'CC', 'JJR']"
"['VBZ', 'VBN', 'DT_all', 'RB', 'RB']"
"['JJ', 'NNS', 'RBR_more', 'JJ', 'NN']"
"['CD', 'RB', 'JJ_differ', 'NNS', 'NN']"
"['JJ', 'NNS', 'IN_like', 'NN', ':']"
"['PRP', 'WDT', 'VBZ_lead', 'TO', 'DT']"
"['DT', 'NN', 'JJ_last', 'NN', 'NN']"
"['NN', 'VBZ', 'JJR_more', 'IN', 'DT']"
"['IN', 'DT', 'JJ_same', 'NN', ""''""]"
"['VBG', 'JJ', 'JJR_better', 'IN', 'DT']"
"['IN', 'NN', 'PDT_all', 'DT', 'DT']"
"['VBG', 'JJ', 'JJR_better', 'IN', 'DT']"
"['NN', 'DT', 'JJS_highest', 'DT', 'NN']"
"['VBP', 'DT', 'JJ_same', 'IN', 'DT']"
"['IN', 'RB', 'JJR_better', 'IN', 'DT']"
"['IN', 'RB', 'JJR_better', 'IN', 'DT']"
"['DT', 'NN', 'DT_both', 'VBG', 'IN']"
"['VBN', 'NN', 'IN_like', 'NN', 'DT']"
"['TO', 'NN', 'IN_like', 'NN', 'VBD']"
"['NN', 'VBZ', 'JJR_less', 'NN', 'IN']"
"['IN', 'CC', 'JJR_more', 'JJ', ""''""]"
"['VBN', 'RB', 'JJ_differ', 'IN', 'DT']"
"['VB', 'DT', 'JJ_same', 'JJ', 'NN']"
"['NN', 'VBZ', 'JJR_less', 'NN', 'IN']"
"['JJR', 'NN', 'IN_like', 'CC', 'JJR']"
"['VBZ', 'VBN', 'DT_all', 'RB', 'RB']"
"['DT', 'RB', 'JJ_top', 'NN', 'VBG']"
"['NN', 'WP', 'RB_most', 'VBD', 'NN']"
"['TO', 'DT', 'RBR_more', 'JJ', 'NN']"
"['JJ', 'CC', 'RB_most', 'PRP$', 'RB']"
"['MD', 'CC', 'DT_all', 'JJ', 'NNS']"
"['VBP', 'TO', 'VB_compet', 'IN', 'NNS']"
"['IN', 'NNS', 'IN_like', 'NN', 'WRB']"
"['NN', 'NNS', 'RB_prefer', 'VBG', 'DT']"
"['NN', 'NN', 'VBG_lead', 'NN', 'WP']"
"['IN', 'DT', 'JJ_last', 'NN', 'IN']"
"['VBZ', 'DT', 'JJS_best', 'NN', 'IN']"
"['VBD', 'PRP', 'IN_like', 'PRP', 'VBD']"
"['IN', 'DT', 'NNS_lead', 'DT', 'NN']"
"['VBP', 'RB', 'IN_like', 'PRP$', 'NN']"
"['PRP', 'VBP', 'DT_both', 'VBP', 'VBN']"
"['NN', 'WDT', 'VBD_beat', 'PRP', 'IN']"
"['VBN', 'IN', 'JJS_most', 'NNS', 'VBG']"
"['VBN', 'IN', 'JJS_most', 'NNS', 'VBG']"
"['RP', 'IN', 'DT_both', 'DT', 'JJ']"
"['NN', 'IN', 'JJS_most', 'VBN', 'RP']"
"['DT', 'RB', 'JJ_superior', 'NN', 'IN']"
"['NN', 'IN', 'JJS_most', 'VBN', 'RP']"
"['``', 'PRP$', 'DT_all', 'IN', 'EX']"
"['VBP', 'IN', 'PDT_all', 'DT', 'NNS']"
"['NN', 'IN', 'RBS_most', 'NN', 'TO']"
"['NN', 'IN', 'RBS_most', 'NN', 'TO']"
"['VBN', 'IN', 'JJS_most', 'IN', 'DT']"
"['VBN', 'IN', 'JJS_most', 'IN', 'DT']"
"['RB', 'DT', 'DT_all', 'JJ', 'NN']"
"['JJ', 'NN', 'VBN_compar', 'TO', 'DT']"
